"","[","objectid","fod_id","fpa_id","source_system_type","source_system","nwcg_reporting_agency","nwcg_reporting_unit_id","nwcg_reporting_unit_name","source_reporting_unit","source_reporting_unit_name","local_fire_report_id","local_incident_id","fire_code","fire_name","ics_209_incident_number","ics_209_name","mtbs_id","mtbs_fire_name","complex_name","fire_year","discovery_date","discovery_doy","discovery_time","stat_cause_code","stat_cause_descr","cont_date","cont_doy","cont_time","fire_size","fire_size_class","latitude","longitude","owner_code","owner_descr","state","county","fips_code","fips_name","cause","date","plot_date","duration_days"
"62",NA,"27596","27729","FS-1459691","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","12","012","D7T3","INDIANS","CA-LPF-1491","Indians","CA3613612137820080608","BASIN COMPLEX (INDIANS)","BASIN COMPLEX","2008",2008-06-08,"160","1236",4,"Campfire",2008-07-10,192,1800,81378,"G",36.10527778,-121.43083333,"5","USFS","CA","53","53","Monterey","Human",2008-06-08,2017-06-08,32
"63",NA,"27668","27801","FS-1459796","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","10","9","D8LF","THREE","CA-KNF-002975","Siskiyou / Blue 2 Complex","CA4161412365820080621","SISKIYOU-BLUE 2 COMPLEX (BLUE 2)","KLAMATH THEATER","2008",2008-06-20,"172","2200",1,"Lightning",2008-07-23,205,1800,4913,"F",41.59972222,-123.5675,"5","USFS","CA","93","93","Siskiyou","Natural",2008-06-20,2017-06-20,33
"64",NA,"27800","27934","FS-1459976","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","26","014","EA9F","CARIBOU","CA-KNF-3393","Klamath Theater","CA4105912302720080621","BEAR WALLOW COMPLEX (CARIBOU)","KLAMATH THEATER","2008",2008-06-22,"174","830",1,"Lightning",2008-12-16,351,1300,13116,"G",41.03472222,-123.00277778,"5","USFS","CA","93","93","Siskiyou","Natural",2008-06-22,2017-06-22,177
"65",NA,"27902","28036","FS-1460100","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","16","016","D8KH","BASIN COMPLEX","CA-LPF-1649","Basin Complex","CA3621212157820080621","BASIN COMPLEX","BASIN COMPLEX","2008",2008-06-21,"173","1329",1,"Lightning",2008-07-27,209,1800,162818,"G",36.28111111,-121.65833333,"5","USFS","CA","53","53","Monterey","Natural",2008-06-21,2017-06-21,36
"66",NA,"27962","28096","FS-1460178","FED","FS-FIRESTAT","FS","USCAPNF","Plumas National Forest","0511","Plumas National Forest","70","540","D8LS","COLD","CA-PNF-000539","Canyon Complex","CA3983512080720080621","CANYON COMPLEX (COLD)","CANYON COMPLEX","2008",2008-06-21,"173","1715",1,"Lightning",2008-08-31,244,1800,5512,"G",39.84222222,-120.83666667,"5","USFS","CA","63","63","Plumas","Natural",2008-06-21,2017-06-21,71
"67",NA,"28388","28525","FS-1460733","FED","FS-FIRESTAT","FS","USCASNF","Sierra National Forest","0515","Sierra National Forest","14","013","DZ9J","OLIVER","CA-MMU-008107","OLIVER","CA3749911974020080621","OLIVER","OLIVER/SILVER COMPLEX","2008",2008-06-21,"173","1739",1,"Lightning",2008-07-14,196,1800,2200,"F",37.48722222,-119.75388889,"5","USFS","CA","43","43","Mariposa","Natural",2008-06-21,2017-06-21,23
"68",NA,"28397","28534","FS-1460742","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","57","27","EC9P","PANTHER","CA-KNF-003624","Panther","CA4154112338120080722","PANTHER","KLAMATH THEATER","2008",2008-07-23,"205","1030",1,"Lightning",2008-10-14,288,1800,44452,"G",41.5925,-123.43166667,"5","USFS","CA","93","93","Siskiyou","Natural",2008-07-23,2017-07-23,83
"69",NA,"28445","28582","FS-1460792","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","11","10","D8LF","DARK","CA-KNF-002975","Siskiyou / Blue 2 Complex","CA4161412365820080621","SISKIYOU-BLUE 2 COMPLEX (BLUE 2)","KLAMATH THEATER","2008",2008-06-20,"172","2230",1,"Lightning",2008-07-23,205,1800,10388,"G",41.61555556,-123.57694444,"5","USFS","CA","93","93","Siskiyou","Natural",2008-06-20,2017-06-20,33
"70",NA,"28480","28617","FS-1460827","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","20","020","D9MC","GAP","CA-LPF-1778","Gap","CA3448511986620080701","GAP",NA,"2008",2008-07-01,"183","1750",9,"Miscellaneous",2008-07-17,199,1000,9443,"G",34.50083333,-119.86055556,"5","USFS","CA","83","83","Santa Barbara","Human",2008-07-01,2017-07-01,16
"71",NA,"28571","28710","FS-1460963","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","66","17","D8HV","EAGLE","CA-SHF-1057","Iron & Alps Complexes","CA4071412316220080621","IRON AND ALPS COMPLEXES (EAGLE)","IRON & ALPS COMPLEXES","2008",2008-06-21,"173","846",1,"Lightning",2008-10-04,278,1800,32059,"G",40.73416667,-123.16666667,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,105
"72",NA,"28591","28730","FS-1460985","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","69","20","D8HV","ZEIGLER","CA-SHF-1057","Iron & Alps Complexes","CA4086912347920080621","IRON AND ALPS COMPLEXES (ZEIGLER)","IRON & ALPS COMPLEXES","2008",2008-06-21,"173","1220",1,"Lightning",2008-07-31,213,1800,2349,"F",40.86666667,-123.475,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,40
"73",NA,"28733","28872","FS-1461193","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","164","33","D8HV","IRONSIDE","CA-SHF-1057","Iron & Alps Complexes","CA4082312342420080621","IRON AND ALPS COMPLEXES (IRONSIDE)","IRON & ALPS COMPLEXES","2008",2008-06-21,"173","755",1,"Lightning",2008-07-31,213,1800,12720,"G",40.83333333,-123.43416667,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,40
"74",NA,"28777","28917","FS-1461253","FED","FS-FIRESTAT","FS","USCALNF","Lassen National Forest","0506","Lassen National Forest","46","018","D8SR","PETERSON","CA-LNF-002745","Peterson","CA4091712133820080622","PETERSON COMPLEX","PETERSON COMPLEX","2008",2008-06-21,"173","1530",1,"Lightning",2008-07-01,183,1800,2750,"F",40.9125,-121.34166667,"5","USFS","CA","89","89","Shasta","Natural",2008-06-21,2017-06-21,10
"75",NA,"29207","29352","FS-1469338","FED","FS-FIRESTAT","FS","USCAPNF","Plumas National Forest","0511","Plumas National Forest","84","CAPNF-0784","ED7R","RICH","CA-PNF-000784","RICH","CA4004012113720080729","RICH","CANYON COMPLEX","2008",2008-07-29,"211","1512",6,"Railroad",2008-09-02,246,1800,6112,"G",40.02,-121.1675,"5","USFS","CA","63","63","Plumas","Human",2008-07-29,2017-07-29,35
"76",NA,"29305","29452","FS-1469485","FED","FS-FIRESTAT","FS","USCAKNF","Klamath National Forest","0505","Klamath National Forest","54","9","EA9F","ANTHONY MILNE","CA-KNF-3393","Klamath Theater","CA4150512318420080628","BEAR WALLOW COMPLEX (ANTHONY MILNE)","KLAMATH THEATER","2008",2008-07-07,"189","1700",1,"Lightning",2008-12-16,351,1300,1779,"F",41.505,-123.18166667,"5","USFS","CA","93","93","Siskiyou","Natural",2008-07-07,2017-07-07,162
"77",NA,"29847","29995","FS-1470117","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","41","MNF-637","D85T","MILL","CA-MNF-645","SODA COMPLEX","CA3947712308520080621","SODA COMPLEX (MILL)","SODA COMPLEX","2008",2008-06-21,"173","930",1,"Lightning",2008-07-26,208,1200,3043,"F",39.47833333,-123.04333333,"5","USFS","CA","33","33","Lake","Natural",2008-06-21,2017-06-21,35
"78",NA,"29959","30107","FS-1470241","FED","FS-FIRESTAT","FS","USCALNF","Lassen National Forest","0506","Lassen National Forest","47","019","DZ87","VENTURE",NA,NA,"CA4098212158120080621","SHU LIGHTNING COMPLEX (VENTURE)","SHU LIGHTNING COMPLEX","2008",2008-06-22,"174","1251",1,"Lightning",2008-07-04,186,2128,1912,"F",40.99333333,-121.60166667,"5","USFS","CA","89","89","Shasta","Natural",2008-06-22,2017-06-22,12
"79",NA,"30195","30343","FS-1470515","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","106","14","D8HC","MINERS","CA-SHF-1041","LIME COMPLEX","CA4063712326820080621","LIME COMPLEX (MINERS)","LIME COMPLEX","2008",2008-06-21,"173","800",1,"Lightning",2008-10-31,305,1800,24776,"G",40.66972222,-123.30555556,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,132
"80",NA,"30279","30428","FS-1470610","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","137","26","D8HC","LIME","CA-SHF-1041","LIME COMPLEX","CA4049512341220080620","LIME COMPLEX (LIME)","LIME COMPLEX","2008",2008-06-20,"172","2000",1,"Lightning",2008-08-13,226,800,25199,"G",40.51833333,-123.42277778,"5","USFS","CA","105","105","Trinity","Natural",2008-06-20,2017-06-20,54
"81",NA,"30297","30446","FS-1470631","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","178","21","D8HC","DEADSHOT","CA-SHF-1041","LIME COMPLEX","CA4048812292220080621","LIME COMPLEX (DEADSHOT)","LIME COMPLEX","2008",2008-06-22,"174","1000",1,"Lightning",2008-07-08,190,1800,1069,"F",40.48388889,-122.92972222,"5","USFS","CA","105","105","Trinity","Natural",2008-06-22,2017-06-22,16
"82",NA,"30305","30455","FS-1470640","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","184","52","D8HC","SLIDE","CA-SHF-1041","LIME COMPLEX","CA4065912351320080621","LIME COMPLEX (SLIDE)","LIME COMPLEX","2008",2008-06-21,"173","1030",1,"Lightning",2008-07-08,190,2000,1158,"F",40.66611111,-123.52027778,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,17
"83",NA,"30325","30475","FS-1470661","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","115","23","D8HC","TELEPHONE","CA-SHF-1041","LIME COMPLEX","CA4042112309620080620","LIME COMPLEX (TELEPHONE)","LIME COMPLEX","2008",2008-06-20,"172","1730",1,"Lightning",2008-08-13,226,800,6625,"G",40.40666667,-123.13194444,"5","USFS","CA","105","105","Trinity","Natural",2008-06-20,2017-06-20,54
"84",NA,"30328","30478","FS-1470664","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","120","6","D8HC","TROUGH #1","CA-MNF-000663","Yolla Bolly Complex","CA4018512311920080621","YOLLA BOLLY COMPLEX (TROUGH)","YOLLA BOLLY COMPLEX 2008","2008",2008-06-21,"173","1100",1,"Lightning",2008-08-13,226,800,3674,"F",40.20055556,-123.12472222,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,53
"85",NA,"30336","30486","FS-1470673","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","119","5","D8HC","NOBLE","CA-TGU-4245","TGU LIGHTNING COMPLEX","CA4032512290520080621","LIME COMPLEX (NOBLE)","LIME COMPLEX","2008",2008-06-21,"173","700",1,"Lightning",2008-07-08,190,2000,12856,"G",40.32583333,-122.96222222,"5","USFS","CA","103","103","Tehama","Natural",2008-06-21,2017-06-21,17
"86",NA,"30354","30504","FS-1470694","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","179","22","D8HC","DEERLICK","CA-SHF-1041","LIME COMPLEX","CA4045212284620080621","SHU LIGHTNING COMPLEX (DEERLICK)","LIME COMPLEX","2008",2008-06-22,"174","1100",1,"Lightning",2008-08-13,226,800,10213,"G",40.46333333,-122.88277778,"5","USFS","CA","105","105","Trinity","Natural",2008-06-22,2017-06-22,52
"87",NA,"30382","30532","FS-1470733","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","118","4","D8HC","IRON","CA-SHF-1041","LIME COMPLEX","CA4009612297920080621","YOLLA BOLLY COMPLEX (IRON)","IRON & ALPS COMPLEXES","2008",2008-06-21,"173","800",1,"Lightning",2008-08-23,236,800,32903,"G",40.14583333,-122.86611111,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,63
"88",NA,"30491","30641","FS-1470867","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","12","MNF-590","D8QM","BIG","CA-MNF-645","SODA COMPLEX","CA3941612307620080621","SODA COMPLEX (BIG)","SODA COMPLEX","2008",2008-06-21,"173","930",1,"Lightning",2008-07-05,187,1200,2193,"F",39.42888889,-123.06416667,"13","STATE OR PRIVATE","CA","33","33","Lake","Natural",2008-06-21,2017-06-21,14
"89",NA,"30542","30693","FS-1470930","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","16","MNF-598","DZ89","MONKEY  ROCK","CA-MNF-645","SODA COMPLEX","CA3954412296820080621","SODA COMPLEX (MONKEY  ROCK)","SODA COMPLEX","2008",2008-06-21,"173","1500",1,"Lightning",2008-07-14,196,1200,1829,"F",39.55222222,-122.96138889,"5","USFS","CA","33","33","Lake","Natural",2008-06-21,2017-06-21,23
"90",NA,"30712","30863","FS-1471131","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","19","MNF-603","DZ89","BACK","CA-MNF-645","SODA COMPLEX","CA3937012297720080621","SODA COMPLEX (BACK)","SODA COMPLEX","2008",2008-06-21,"173","1600",1,"Lightning",2008-06-29,181,1800,1567,"F",39.375,-122.97555556,"5","USFS","CA","33","33","Lake","Natural",2008-06-21,2017-06-21,8
"91",NA,"30779","30930","FS-1471225","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","30","030","DZ89","VINEGAR","CA-MNF-000663","Yolla Bolly Complex","CA4009612297920080621","YOLLA BOLLY COMPLEX (IRON)","YOLLA BOLLY COMPLEX 2008","2008",2008-06-22,"174","1215",1,"Lightning",2008-06-25,177,800,17449,"G",40.06722222,-122.93083333,"5","USFS","CA","21","21","Glenn","Natural",2008-06-22,2017-06-22,3
"92",NA,"30798","30949","FS-1471245","FED","FS-FIRESTAT","FS","USCAMNF","Mendocino National Forest","0508","Mendocino National Forest","3","003","D7ZF","WHISKEY","CA-MNF-2009","WHISKEY","CA3985512266920080612","WHISKEY",NA,"2008",2008-06-12,"164","1230",9,"Miscellaneous",2008-10-27,301,800,7783,"G",39.89388889,-122.7075,"5","USFS","CA","21","21","Glenn","Human",2008-06-12,2017-06-12,137
"93",NA,"30994","31146","FS-1471462","FED","FS-FIRESTAT","FS","USCASHF","Shasta-Trinity National Forest","0514","Shasta-Trinity National Forest","221","25","EJ8G","GULCH","CA-SHF-1944","GULCH","CA4038012294620080907","GULCH",NA,"2008",2008-09-07,"251","1016",2,"Equipment Use",2008-09-11,255,1800,2847,"F",40.36666667,-122.935,"5","USFS","CA","89","89","Shasta","Human",2008-09-07,2017-09-07,4
"94",NA,"31201","31353","FS-1471699","FED","FS-FIRESTAT","FS","USCALNF","Lassen National Forest","0506","Lassen National Forest","13","04","D8K8","CUB","CA-LNF-2713","CUB Complex","CA4019412149120080621","CUB COMPLEX (CUB)","CUB COMPLEX","2008",2008-06-21,"173","1800",1,"Lightning",2008-07-31,213,2000,14936,"G",40.17916667,-121.47027778,"5","USFS","CA","103","103","Tehama","Natural",2008-06-21,2017-06-21,40
"95",NA,"31202","31354","FS-1471700","FED","FS-FIRESTAT","FS","USCALNF","Lassen National Forest","0506","Lassen National Forest","15","06","D8K8","ONION 2","CA-LNF-2713","CUB Complex","CA4019412149120080621","CUB COMPLEX (CUB)","CUB COMPLEX","2008",2008-06-21,"173","1700",1,"Lightning",2008-07-22,204,600,4851,"F",40.18083333,-121.56666667,"14","MISSING/NOT SPECIFIED","CA","103","103","Tehama","Natural",2008-06-21,2017-06-21,31
"96",NA,"31327","31479","FS-1471867","FED","FS-FIRESTAT","FS","USCAPNF","Plumas National Forest","0511","Plumas National Forest","43","561","DL8L","LITTLE","CA-PNF-000539","Canyon Complex","CA3976512124820080622","CANYON COMPLEX (LITTLE)","CANYON COMPLEX","2008",2008-06-22,"174","1200",1,"Lightning",2008-08-31,244,NA,1450,"F",39.77333333,-121.25027778,"5","USFS","CA","63","63","Plumas","Natural",2008-06-22,2017-06-22,70
"97",NA,"31509","31663","FS-1472098","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","59","059","D8MY","BONANZA","CA-SRF-1120","Mad Complex","CA4021212322720080621","MAD RIVER COMPLEX (BONANZA)","MAD COMPLEX","2008",2008-06-21,"173","1740",1,"Lightning",2008-07-05,187,1523,1370,"F",40.2225,-123.22222222,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,14
"98",NA,"32205","32361","FS-1472902","FED","FS-FIRESTAT","FS","USCATNF","Tahoe National Forest","0517","Tahoe National Forest","37","009","D8TS","GOVERNMENT","CA-TNF-1011","American River Complex","CA3920812059620080621","AMERICAN RIVER COMPLEX (GOVERNMENT)","AMERICAN RIVER COMPLEX","2008",2008-06-21,"173","2150",1,"Lightning",2008-08-01,214,600,9164,"G",39.21555556,-120.64861111,"5","USFS","CA","61","61","Placer","Natural",2008-06-21,2017-06-21,41
"99",NA,"32273","32429","FS-1472973","FED","FS-FIRESTAT","FS","USCALPF","Los Padres National Forest","0507","Los Padres National Forest","34","034","EL5K","CHALK","CA-LPF-002754","CHALK","CA3601612146820080927","CHALK",NA,"2008",2008-09-27,"271","1945",9,"Miscellaneous",NA,NA,NA,11200,"G",36.0025,-121.43972222,"5","USFS","CA","53","53","Monterey","Human",2008-09-27,2017-09-27,NA
"100",NA,"32280","32436","FS-1472981","FED","FS-FIRESTAT","FS","USCALNF","Lassen National Forest","0506","Lassen National Forest","80","036","EGW0","LONG BRANCH-JACK","CA-BTU-007660","BTU Lightning Complex","CA3985212144420080814","BTU LIGHTNING COMPLEX (LONG BRANCH-JACK)","BTU LIGHTNING COMPLEX","2008",2008-08-14,"227","1300",1,"Lightning",2008-08-17,230,600,3934,"F",39.95166667,-121.33388889,"5","USFS","CA","63","63","Plumas","Natural",2008-08-14,2017-08-14,3
"101",NA,"32494","32652","FS-1473242","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","9","7","D7KH","CLOVER","CA-SQF-000967","CLOVER","CA3613311808420080531","CLOVER",NA,"2008",2008-05-31,"152","1455",1,"Lightning",2008-06-07,159,2300,15300,"G",36.11666667,-118.13361111,"5","USFS","CA","107","107","Tulare","Natural",2008-05-31,2017-05-31,7
"102",NA,"32505","32663","FS-1473253","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","18","13","D88B","PIUTE","CA-SQF-001356","PIUTE","CA3549511834020080628","PIUTE",NA,"2008",2008-06-28,"180","1500",9,"Miscellaneous",2008-07-30,212,2300,37026,"G",35.41916667,-118.40027778,"5","USFS","CA","29","29","Kern","Human",2008-06-28,2017-06-28,32
"103",NA,"32590","32749","FS-1473351","FED","FS-FIRESTAT","FS","USCASQF","Sequoia National Forest","0513","Sequoia National Forest","38","23","DZ6R","HONEYBEE","CA-INF-282","HONEY BEE",NA,NA,NA,"2008",2008-05-06,"127","1300",1,"Lightning",2008-07-01,183,1800,1225,"F",35.16666667,-118.05222222,"5","USFS","CA","107","107","Tulare","Natural",2008-05-06,2017-05-06,56
"104",NA,"32654","32814","FS-1473426","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","23","58-001","D8LF","MILL","CA-KNF-002975","Siskiyou / Blue 2 Complex","CA4161412365820080621","SISKIYOU-BLUE 2 COMPLEX (BLUE 2)","KLAMATH THEATER","2008",2008-06-20,"172","2104",1,"Lightning",2008-10-03,277,1800,65834,"G",41.56333333,-123.59472222,"5","USFS","CA","93","93","Siskiyou","Natural",2008-06-20,2017-06-20,105
"105",NA,"32655","32815","FS-1473427","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","26","51-004","EAK3","BLUE 2","CA-SRF-1224","Blue 2","CA4161412365820080621","SISKIYOU-BLUE 2 COMPLEX (BLUE 2)","KLAMATH THEATER","2008",2008-06-21,"173","743",1,"Lightning",2008-10-03,277,1800,17540,"G",41.56527778,-123.82055556,"5","USFS","CA","15","15","Del Norte","Natural",2008-06-21,2017-06-21,104
"106",NA,"32660","32820","FS-1473432","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","35","53-010","D8NL","HALF","CA-SRF-1123","Hell's Half Complex","CA4076312356020080620","HELL'S HALF FIRE (HALF)","HELL'S HALF COMPLEX","2008",2008-06-21,"173","858",1,"Lightning",2008-08-25,238,1900,15118,"G",40.77111111,-123.52777778,"5","USFS","CA","105","105","Trinity","Natural",2008-06-21,2017-06-21,65
"107",NA,"32662","32822","FS-1473434","FED","FS-FIRESTAT","FS","USCASRF","Six Rivers National Forest","0510","Six Rivers National Forest","41","58-003","D8RS","JAKE","CA-SRF-1126","Ukonom-South Complex","CA4134912330820080620","BEAR WALLOW COMPLEX (UKONOM)","KLAMATH THEATER","2008",2008-06-21,"173","957",1,"Lightning",2008-10-03,277,1800,38394,"G",41.35638889,-123.37611111,"5","USFS","CA","93","93","Siskiyou","Natural",2008-06-21,2017-06-21,104
